,mean,std,conf_int
0,5.048052550923285,5.262454245963028,0.10438750534986152
1,6.6448848610177675,6.293584179921118,0.12372371833074058
2,4.761464772507298,5.229633137981932,0.10427898487595634
3,5.004410732200325,5.852525159629754,0.1171248768792066
4,4.018472770527009,3.892886297681925,0.07787429797229635
5,5.047218436723681,4.931295068305534,0.09760172308076427
6,5.287041592713788,5.683608351736634,0.11315509154390967
7,5.524066102549423,6.449461960161034,0.12881872597659666
8,4.157211169463225,4.16915552351263,0.0837756005789912
9,4.263369131944704,4.376004120415152,0.08769222580238775
10,5.3258740768848245,5.844409244274442,0.1155550290890149
11,4.181413189478862,4.450569169453174,0.08912175471430712
12,4.158459513417958,4.044585674720605,0.08035830000391317
13,4.494697347261707,4.736545993121833,0.0944751297044916
14,4.5393400758131515,4.727593503359339,0.09444959922677397
15,4.643683834760417,4.8051628830143835,0.09589264882354995
16,5.105831011584947,5.474107899124353,0.10840926874141821
17,5.313295737814322,5.52897635389997,0.11049315978247418
18,5.969116935448565,6.941614705654989,0.139193850687762
19,4.551567951822747,4.876704098147685,0.09773775372013828
20,6.068409876384936,7.00249960051173,0.13927155841453098
21,5.86701652862096,6.2134368537427225,0.12284054701610604
22,6.929860863180174,6.973957511675273,0.13796558198036732
23,5.255148011485259,6.186995806535138,0.12505896182383353
24,4.6553517971384615,4.420455947325311,0.08792296053510232
25,5.098157426544087,5.160310843111734,0.10208024588709519
26,5.285063924911735,5.884767286352545,0.11743389382056417
27,4.444364679536138,4.560812781120906,0.09082031991002887
28,4.18479900870925,4.034492981973246,0.08050095009563187
29,4.649743688467134,4.68386199858522,0.09389844179071154
30,5.400441988626697,5.370831238918602,0.10688969796638108
31,4.883699826403111,5.6609236702565715,0.11357873267543608
32,4.669927789736543,5.102236093116582,0.10241293056161321
33,4.875737765949872,5.164274076303601,0.1033199296577842
34,7.30609300752846,8.65538132543115,0.1714821992170185
35,4.900043234075003,5.7960966967904675,0.11579306560815684
36,4.627642186026468,4.594733500392512,0.09181184415201671
37,4.986270884090898,4.891913689352857,0.09743397751646467
38,4.374839898949708,4.968493967084728,0.09955327998707697
39,6.025342555312756,6.365164370912185,0.12697858233877193
